_TRI_REL_AND_TRAN_EZ.TRI_FACILITY_ID,V_TRI_REL_AND_TRAN_EZ.FACILITY_NAME,V_TRI_REL_AND_TRAN_EZ.DOC_CTRL_NUM,V_TRI_REL_AND_TRAN_EZ.REPORTING_YEAR,V_TRI_REL_AND_TRAN_EZ.CHEM_NAME,V_TRI_REL_AND_TRAN_EZ.CAS_NUM,V_TRI_REL_AND_TRAN_EZ.ELEMENTAL_METAL_INCLUDED,V_TRI_REL_AND_TRAN_EZ.CATEGORY,V_TRI_REL_AND_TRAN_EZ.REL_EST_AMT_SUM,V_TRI_REL_AND_TRAN_EZ.CARCINOGEN,V_TRI_REL_AND_TRAN_EZ.CLEAN_AIR,V_TRI_REL_AND_TRAN_EZ.LIST_3350,V_TRI_REL_AND_TRAN_EZ.STREET_ADDRESS,V_TRI_REL_AND_TRAN_EZ.CITY_NAME,V_TRI_REL_AND_TRAN_EZ.COUNTY_NAME,V_TRI_REL_AND_TRAN_EZ.STATE_COUNTY_FIPS_CODE,V_TRI_REL_AND_TRAN_EZ.STATE_ABBR,V_TRI_REL_AND_TRAN_EZ.ZIP_CODE,V_TRI_REL_AND_TRAN_EZ.REGION,V_TRI_REL_AND_TRAN_EZ.FAC_CLOSED_IND,V_TRI_REL_AND_TRAN_EZ.ASGN_AGENCY,V_TRI_REL_AND_TRAN_EZ.ASGN_FEDERAL_IND,V_TRI_REL_AND_TRAN_EZ.PARENT_CO_DB_NUM,V_TRI_REL_AND_TRAN_EZ.PARENT_CO_NAME,V_TRI_REL_AND_TRAN_EZ.INDUSTRY_CODE,V_TRI_REL_AND_TRAN_EZ.SIC_CODES
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,1319218084539,2019,BARIUM COMPOUNDS,N040,N,AIR STACK,950,N,N,N,2005 LIME RD,PUEBLO,PUEBLO,08101,CO,81006,8,0,,C,848381245,XCEL ENERGY,2211,
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,1319218084539,2019,BARIUM COMPOUNDS,N040,N,POTW TREATMENT,0,N,N,N,2005 LIME RD,PUEBLO,PUEBLO,08101,CO,81006,8,0,,C,848381245,XCEL ENERGY,2211,
80540STHWS5134U,CEMEX CONSTRUCTION MATERIALS SOUTH LLC,1319218508808,2019,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),N090,N,AIR FUG,8.21,N,Y,Y,5134 UTE HWY,LONGMONT,BOULDER,08013,CO,80503,8,0,,C,189840945,CEMEX INC,327,
80903MRTND700SC,COLORADO SPRINGS UTILITIES MARTIN DRAKE POWER PLANT,1319218372819,2019,LEAD COMPOUNDS,N420,N,AIR FUG,.2,N,Y,Y,700 S CONEJOS ST,COLORADO SPRINGS,EL PASO,08041,CO,80903,8,0,,C,127711760,COLORADO SPRINGS UTILITIES,2211,
8021WBRNNN655W6,BRANNAN READY MIX WEST PLANT,1319217992419,2019,NITRATE COMPOUNDS,N511,N,TOTAL OFFSITE RELEASE,0,N,N,N,655 W 62ND AVE,DENVER,ADAMS,08001,CO,80216,8,0,,C,006915045,BRANNAN SAND & GRAVEL CO L.L.C.,327,
8021WBRNNN655W6,BRANNAN READY MIX WEST PLANT,1319217992419,2019,NITRATE COMPOUNDS,N511,N,TOTAL ONSITE RELEASE,0,N,N,N,655 W 62ND AVE,DENVER,ADAMS,08001,CO,80216,8,0,,C,006915045,BRANNAN SAND & GRAVEL CO L.L.C.,327,
80401LFRGW1841W,MARTIN MARIETTA SPEC AGG,1319218213369,2019,LEAD  and LEAD COMPOUNDS,N420,Y,POTW TREATMENT,0,N,Y,Y,19301 W COLFAX,GOLDEN,JEFFERSON,08059,CO,80401,8,0,,C,809750912,MARTIN MARIETTA MATERIALS INC,327,
80216WNSCR5201F,OWENS CORNING ROOFING & ASPHALT LLC,1319218482038,2019,POLYCYCLIC AROMATIC COMPOUNDS,N590,N,POTW RELEASE,0,Y,Y,N,5201 FOX ST,DENVER,ADAMS,08001,CO,80216,8,0,,C,001317452,OWENS CORNING INC,324,
8021WBSLTX49RAC,BASALITE,1319217959648,2019,MERCURY,7439-97-6,N,TOTAL ON OFFSITE RELEASE,0,N,Y,Y,4900 RACE ST,DENVER,DENVER,08031,CO,80216,8,0,,C,129072125,PACIFIC COAST BUILDING PRODUCTS,327,
80640PRNML9200E,LAND O'LAKES PURINA FEED LLC - DENVER,1319217625060,2019,MANGANESE COMPOUNDS,N450,N,TOTAL OFFSITE RELEASE,0,N,Y,N,9200 E 90TH AVE,HENDERSON,ADAMS,08001,CO,80640,8,0,,C,006253835,LAND O LAKES INC,311,
8100WVSTST1TWER,VESTAS TOWERS AMERICA,1319218050540,2019,XYLENE (MIXED ISOMERS),1330-20-7,N,TOTAL ON OFFSITE RELEASE,28485.19,N,Y,Y,100 TOWERS ROAD,PUEBLO,PUEBLO,08101,CO,81004,8,0,,C,003898206,VESTAS TOWERS AMERICA INC,332,
8001WCLRDP2851W,COLORADO PAINT CO,1319218141087,2019,METHANOL,67-56-1,N,TOTAL OFFSITE RELEASE,0,N,Y,N,2851 WALDEN ST,AURORA,ADAMS,08001,CO,80011,8,0,,C,,No US Parent,325,
80110STLLM373SK,STOLLE MACHINERYCO ENGLEWOOD,1319218414757,2019,CHROMIUM,7440-47-3,N,TOTAL OFFSITE RELEASE,0,N,Y,Y,3730 S KALAMATH,ENGLEWOOD,ARAPAHOE,08005,CO,80110,8,0,,C,007056245,STOLLE MACHINERY CO,333,
80110STLLM373SK,STOLLE MACHINERYCO ENGLEWOOD,1319218414757,2019,CHROMIUM,7440-47-3,N,POTW RELEASE,0,N,Y,Y,3730 S KALAMATH,ENGLEWOOD,ARAPAHOE,08005,CO,80110,8,0,,C,007056245,STOLLE MACHINERY CO,333,
80216WNSCR5201B,OWENS CORNING ROOFING & ASPHALT LLC,1319218481137,2019,BENZO(G H I)PERYLENE,191-24-2,N,POTW RELEASE,0,N,Y,N,5201 BANNOCK ST,DENVER,ADAMS,08001,CO,80216,8,0,,C,001317452,OWENS CORNING INC,324,
80549RWHDN2700E,RAWHIDE ENERGY STATION,1319217923945,2019,COPPER COMPOUNDS,N100,N,POTW TREATMENT,0,N,N,N,2700 E COUNTY RD 82,WELLINGTON,LARIMER,08069,CO,80549,8,0,,C,075759948,PLATTE RIVER POWER AUTHORITY,2211,
80549RWHDN2700E,RAWHIDE ENERGY STATION,1319217923945,2019,COPPER COMPOUNDS,N100,N,TOTAL ON OFFSITE RELEASE,11077.8,N,N,N,2700 E COUNTY RD 82,WELLINGTON,LARIMER,08069,CO,80549,8,0,,C,075759948,PLATTE RIVER POWER AUTHORITY,2211,
80759YMTHN3848C,YUMA ETHANOL LLC,1319217941210,2019,FORMALDEHYDE,50-00-0,N,TOTAL OFFSITE RELEASE,0,Y,Y,N,38480 COUNTY RD H,YUMA,YUMA,08125,CO,80759,8,0,,C,,No US Parent,325,
8063WNLCCM2696T,NALCO COMPANY-GREELEY,1319218157562,2019,N-HEXANE,110-54-3,N,TOTAL OFFSITE RELEASE,0,N,Y,N,26960 TRANSPORTATION DRIVE,GREELEY,WELD,08123,CO,80631,8,0,,C,006154611,ECOLAB INC,4246,
8063WNLCCM2696T,NALCO COMPANY-GREELEY,1319218157562,2019,N-HEXANE,110-54-3,N,POTW RELEASE,0,N,Y,N,26960 TRANSPORTATION DRIVE,GREELEY,WELD,08123,CO,80631,8,0,,C,006154611,ECOLAB INC,4246,
80468CLMXM19302,CLIMAX MOLYBDENUM CO HENDERSON MILL,1319218102489,2019,CHROMIUM,7440-47-3,N,AIR FUG,5,N,Y,Y,19302 COUNTY RD 3,PARSHALL,GRAND,08049,CO,80468,8,0,,C,187122973,FREEPORT-MCMORAN INC,2122,
81007NTRST646NS,INTERSTATE CHEMICAL CO INC,1319217895123,2019,METHANOL,67-56-1,N,AIR STACK,948,N,Y,N,646 N STATES AVE,PUEBLO WEST,PUEBLO,08101,CO,81007,8,0,,C,NA,INTERSTATE CHEMICAL CO INC,4246,
81007NTRST646NS,INTERSTATE CHEMICAL CO INC,1319217895162,2019,NITRIC ACID,7697-37-2,N,TOTAL OFFSITE RELEASE,0,N,N,N,646 N STATES AVE,PUEBLO WEST,PUEBLO,08101,CO,81007,8,0,,C,NA,INTERSTATE CHEMICAL CO INC,4246,
81007NTRST646NS,INTERSTATE CHEMICAL CO INC,1319217895162,2019,NITRIC ACID,7697-37-2,N,POTW TREATMENT,0,N,N,N,646 N STATES AVE,PUEBLO WEST,PUEBLO,08101,CO,81007,8,0,,C,NA,INTERSTATE CHEMICAL CO INC,4246,
80401CRSCR6009T,COORSTEK,1319217851827,2019,MERCURY  and MERCURY COMPOUNDS,N458,Y,TOTAL ON OFFSITE RELEASE,19.3,N,Y,Y,600 9TH ST,GOLDEN,JEFFERSON,08059,CO,80401,8,0,,C,007057334,COORSTEK INC,327,
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,1319218259529,2019,HYDROGEN CYANIDE,74-90-8,N,TOTAL ON OFFSITE RELEASE,33032,N,N,Y,5801 BRIGHTON BLVD,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,241804681,SUNCOR ENERGY (USA) INC,324,
81625TRPPR65MIL,TRAPPER MINING INC,1319218207809,2019,MANGANESE COMPOUNDS,N450,N,SI 5.5.3B,455,N,Y,N,6.5 MILES SW OF CRAIG  LOCATED OFF STATE HWY 13,CRAIG,MOFFAT,08081,CO,81625,8,0,,C,,No US Parent,2121,
81625TRPPR65MIL,TRAPPER MINING INC,1319218207809,2019,MANGANESE COMPOUNDS,N450,N,TOTAL OFFSITE RELEASE,0,N,Y,N,6.5 MILES SW OF CRAIG  LOCATED OFF STATE HWY 13,CRAIG,MOFFAT,08081,CO,81625,8,0,,C,,No US Parent,2121,
81625TRPPR65MIL,TRAPPER MINING INC,1319218207809,2019,MANGANESE COMPOUNDS,N450,N,TOTAL ON OFFSITE RELEASE,144878.73,N,Y,N,6.5 MILES SW OF CRAIG  LOCATED OFF STATE HWY 13,CRAIG,MOFFAT,08081,CO,81625,8,0,,C,,No US Parent,2121,
81639PBLCS12795,PUBLIC SERVICE CO OF COLORADO HAYDEN STATION,1319218084895,2019,HYDROGEN FLUORIDE,7664-39-3,N,POTW RELEASE,0,N,Y,N,13125 HIGHWAY 40,HAYDEN,ROUTT,08107,CO,81639,8,0,,C,848381245,XCEL ENERGY,2211,
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,1319218259517,2019,ETHYLENE GLYCOL,107-21-1,N,WASTE TREATMENT,343,N,Y,N,5801 BRIGHTON BLVD,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,241804681,SUNCOR ENERGY (USA) INC,324,
8100WLTFLS1739E,ALTA FUELS LLC - PUEBLO PLANT,1319218457253,2019,NAPHTHALENE,91-20-3,N,TOTAL ONSITE RELEASE,137,Y,Y,N,1739 E PLATTEVILLE BLVD,PUEBLO,PUEBLO,08101,CO,81007,8,0,,C,131504342,WORLD FUEL SERVICES CORP,4247,
80621GLDNL1405E,GOLDEN ALUMINUM,1319218063360,2019,LEAD  and LEAD COMPOUNDS,N420,Y,POTW RELEASE,0,N,Y,Y,1405 E 14TH ST,FORT LUPTON,WELD,08123,CO,80621,8,0,,C,,No US Parent,331,
80540STHWS5134U,CEMEX CONSTRUCTION MATERIALS SOUTH LLC,1319218508822,2019,MERCURY COMPOUNDS,N458,N,POTW RELEASE,0,N,Y,Y,5134 UTE HWY,LONGMONT,BOULDER,08013,CO,80503,8,0,,C,189840945,CEMEX INC,327,
80216RLSTN4555Y,NESTLE PURINA PETCARE CO,1319218075493,2019,ZINC COMPOUNDS,N982,N,POTW METALS,0,N,N,N,4555 YORK ST,DENVER,DENVER,08031,CO,80216,8,0,,C,006266811,NESTLE PURINA PETCARE CO,311,
80216RLSTN4555Y,NESTLE PURINA PETCARE CO,1319218075493,2019,ZINC COMPOUNDS,N982,N,TOTAL ON OFFSITE RELEASE,27,N,N,N,4555 YORK ST,DENVER,DENVER,08031,CO,80216,8,0,,C,006266811,NESTLE PURINA PETCARE CO,311,
80640SNCLR8581E,SINCLAIR DENVER PRODUCTS TERMINAL,1319218093565,2019,TOLUENE,108-88-3,N,TOTAL OFFSITE RELEASE,0,N,Y,N,8581 E 96TH AVE,HENDERSON,ADAMS,08001,CO,80640,8,0,,C,079959185,SINCLAIR OIL CORP,4247,
80640SNCLR8581E,SINCLAIR DENVER PRODUCTS TERMINAL,1319218093565,2019,TOLUENE,108-88-3,N,POTW TREATMENT,0,N,Y,N,8581 E 96TH AVE,HENDERSON,ADAMS,08001,CO,80640,8,0,,C,079959185,SINCLAIR OIL CORP,4247,
80640SNCLR8581E,SINCLAIR DENVER PRODUCTS TERMINAL,1319218093565,2019,TOLUENE,108-88-3,N,TOTAL ONSITE RELEASE,1550,N,Y,N,8581 E 96TH AVE,HENDERSON,ADAMS,08001,CO,80640,8,0,,C,079959185,SINCLAIR OIL CORP,4247,
80438CLMXM9MILE,CLIMAX MOLYBDENUM CO-HENDERSON MINE,1319218102541,2019,NITRATE COMPOUNDS,N511,N,WATER,42000,N,N,N,9 MILES W OF EMPIRE,EMPIRE,CLEAR CREEK,08019,CO,80438,8,0,NA,C,187122973,FREEPORT-MCMORAN INC,2122,
80438CLMXM9MILE,CLIMAX MOLYBDENUM CO-HENDERSON MINE,1319218102541,2019,NITRATE COMPOUNDS,N511,N,POTW RELEASE,0,N,N,N,9 MILES W OF EMPIRE,EMPIRE,CLEAR CREEK,08019,CO,80438,8,0,NA,C,187122973,FREEPORT-MCMORAN INC,2122,
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,1319218259428,2019,BENZENE,71-43-2,N,RECYCLING,3,Y,Y,Y,5801 BRIGHTON BLVD,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,241804681,SUNCOR ENERGY (USA) INC,324,
80216CMCBN5353F,CMC REBAR DENVER,1319218410684,2019,NICKEL COMPOUNDS,N495,N,POTW TREATMENT,0,Y,Y,Y,5353 FRANKLIN ST,DENVER,DENVER,08031,CO,80216,8,0,,C,007925845,COMMERCIAL METALS CO,332,
8021WRDYMX5775F,READY MIXED CONCRETE CO - FRANKLIN STREET PLANT,1319217992496,2019,NITRATE COMPOUNDS,N511,N,POTW RELEASE,0,N,N,N,5775 FRANKLIN ST,DENVER,ADAMS,08001,CO,80216,8,0,,C,006915045,BRANNAN SAND & GRAVEL CO L.L.C.,327,
80549RWHDN2700E,RAWHIDE ENERGY STATION,1319217923919,2019,VANADIUM COMPOUNDS,N770,N,POTW TREATMENT,0,N,N,N,2700 E COUNTY RD 82,WELLINGTON,LARIMER,08069,CO,80549,8,0,,C,075759948,PLATTE RIVER POWER AUTHORITY,2211,
80216SHLND156W5,NEXEO SOLUTIONS LLC,1319218519458,2019,TOLUENE,108-88-3,N,POTW TREATMENT,0,N,Y,N,156 W 56TH AVE,DENVER,ADAMS,08001,CO,80216,8,0,,C,078346156,NEXEO SOLUTIONS HOLDINGS LLC,4246,
8042WCLMXMHIGHW,CLIMAX MOLYBDENUM CO-CLIMAX MINE,1319218063143,2019,ZINC COMPOUNDS,N982,N,AIR STACK,5,N,N,N,HWY 91 FREMONT PASS,CLIMAX,LAKE,08065,CO,80429,8,0,,C,187122973,FREEPORT-MCMORAN INC,2122,
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,1319218084642,2019,AMMONIA,7664-41-7,N,POTW RELEASE,0,N,N,N,2005 LIME RD,PUEBLO,PUEBLO,08101,CO,81006,8,0,,C,848381245,XCEL ENERGY,2211,
80019MSTRC23655,ELKAY WOOD PRODUCTS CO,1319218278859,2019,TOLUENE,108-88-3,N,WASTE TREATMENT,1973,N,Y,N,23655 E 19TH AVE,AURORA,ADAMS,08001,CO,80019,8,0,,C,005080429,ELKAY MANUFACTURING CO,337,
80201CHMRX10601,BASF CORP,1319217638776,2019,DIISOCYANATES,N120,N,TOTAL OFFSITE RELEASE,0,N,Y,N,10601 FULTON ST,BRIGHTON,ADAMS,08001,CO,80601,8,0,,C,001307032,BASF CORP,325,
80301LXMRK6555M,LEXMARK INTERNATIONAL INC,1319218184644,2019,N-METHYL-2-PYRROLIDONE,872-50-4,N,POTW RELEASE,0,N,N,N,6555 MONARCH RD,LONGMONT,BOULDER,08013,CO,80503,8,0,,C,,No US Parent,325,
80125BRLBS8227B,BEST BLOCK DENB,1319217921004,2019,LEAD COMPOUNDS,N420,N,POTW RELEASE,0,N,Y,Y,8227 BLAKELAND DR,LITTLETON,DOUGLAS,08035,CO,80125,8,0,,C,NA,QUIKRETE HOLDINGS,327,
80105SFTYK10855,CLEAN HARBORS DEER TRAIL LLC,1319217972138,2019,ETHYLENE GLYCOL,107-21-1,N,RCRA C,102332,N,Y,N,108555 EAST HIGHWAY 36,DEER TRAIL,ADAMS,08001,CO,80105,8,0,,C,157793639,CLEAN HARBORS INC,562,
80105SFTYK10855,CLEAN HARBORS DEER TRAIL LLC,1319217972138,2019,ETHYLENE GLYCOL,107-21-1,N,TOTAL ON OFFSITE RELEASE,102337.85,N,Y,N,108555 EAST HIGHWAY 36,DEER TRAIL,ADAMS,08001,CO,80105,8,0,,C,157793639,CLEAN HARBORS INC,562,
80105SFTYK10855,CLEAN HARBORS DEER TRAIL LLC,1319217972153,2019,MERCURY  and MERCURY COMPOUNDS,N458,Y,TOTAL ONSITE RELEASE,185.01,N,Y,Y,108555 EAST HIGHWAY 36,DEER TRAIL,ADAMS,08001,CO,80105,8,0,,C,157793639,CLEAN HARBORS INC,562,
80701XCLCR1505E,CARGILL MEAT SOLUTIONS CORP,1319217965351,2019,NITRIC ACID,7697-37-2,N,POTW RELEASE,0,N,N,N,1505 E BURLINGTON AVE,FORT MORGAN,MORGAN,08087,CO,80701,8,0,,C,006249189,CARGILL INC,311,
8064WFRTRR945AL,FORTERRA PRECAST CONCEPTS INC,1319218350534,2019,MERCURY,7439-97-6,N,TOTAL ON OFFSITE RELEASE,.015162,N,Y,Y,9405 ALTON CT,HENDERSON,ADAMS,08001,CO,80640,8,0,,C,047663716,FORTERRA INC,327,
8002WBRNNN7271C,BRANNAN SAND & GRAVEL,1319217992294,2019,NITRATE COMPOUNDS,N511,N,POTW RELEASE,0,N,N,N,7271 COLORADO BLVD,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,006915045,BRANNAN SAND & GRAVEL CO L.L.C.,327,
80524RNCHW416LI,RANCH-WAY FEED MILLS,1319217749643,2019,ZINC COMPOUNDS,N982,N,POTW RELEASE,0,N,N,N,416 LINDEN ST,FORT COLLINS,LARIMER,08069,CO,80524,8,0,,C,037853744,ALLTECH INC,311,
80524RNCHW416LI,RANCH-WAY FEED MILLS,1319217749643,2019,ZINC COMPOUNDS,N982,N,TOTAL ON OFFSITE RELEASE,0,N,N,N,416 LINDEN ST,FORT COLLINS,LARIMER,08069,CO,80524,8,0,,C,037853744,ALLTECH INC,311,
8100WVSTST1TWER,VESTAS TOWERS AMERICA,1319218050514,2019,ETHYLBENZENE,100-41-4,N,TOTAL ONSITE RELEASE,5835.51,Y,Y,N,100 TOWERS ROAD,PUEBLO,PUEBLO,08101,CO,81004,8,0,,C,003898206,VESTAS TOWERS AMERICA INC,332,
80525GLNTT4380S,AVAGO TECHNOLOGIES INC FORT COLLINS COLORADO,1319217893609,2019,ETHYLENE GLYCOL,107-21-1,N,AIR FUG,94,N,Y,N,4380 ZIEGLER RD,FORT COLLINS,LARIMER,08069,CO,80525,8,0,,C,608374406,BROADCOM LTD,334,
80022KCHPR4310E,BKEP MATERIALS LLC-DENVER,1319217720034,2019,POLYCYCLIC AROMATIC COMPOUNDS,N590,N,TOTAL ON OFFSITE RELEASE,6.8,Y,Y,N,4310 E 60TH AVE,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,NA,BLUEKNIGHT ENERGY PARTNERS LP,324,
8023WCHMST515PA,CHEMSTATION DENVER,1319218410557,2019,METHANOL,67-56-1,N,POTW RELEASE,0,N,Y,N,5015 PARIS ST,DENVER,DENVER,08031,CO,80239,8,0,,C,177350279,CHEMSTATION INTERNATIONAL INC,325,
8023WCHMST515PA,CHEMSTATION DENVER,1319218410557,2019,METHANOL,67-56-1,N,TOTAL ON OFFSITE RELEASE,0,N,Y,N,5015 PARIS ST,DENVER,DENVER,08031,CO,80239,8,0,,C,177350279,CHEMSTATION INTERNATIONAL INC,325,
8022WRCKYM581PE,WELLS CONCRETE (STRUCTURAL PLANT),1319218518088,2019,LEAD,7439-92-1,N,POTW METALS,0,Y,Y,Y,5801 PECOS ST,DENVER,ADAMS,08001,CO,80221,8,0,,C,,No US Parent,327,
8022WRCKYM581PE,WELLS CONCRETE (STRUCTURAL PLANT),1319218518088,2019,LEAD,7439-92-1,N,POTW RELEASE,.00084,Y,Y,Y,5801 PECOS ST,DENVER,ADAMS,08001,CO,80221,8,0,,C,,No US Parent,327,
80216VNWTR4300H,UNIVAR USA INC DENVER,1319218474839,2019,NITRIC ACID,7697-37-2,N,TOTAL ONSITE RELEASE,0,N,N,N,4300 HOLLY ST,DENVER,DENVER,08031,CO,80216,8,0,,C,102971785,UNIVAR USA INC,4246,
8063WFLRDC139N1,FCT COS INC,1319218177778,2019,SODIUM DIMETHYLDITHIOCARBAMATE,128-04-1,N,POTW RELEASE,0,N,N,N,1309 N 17TH AVE,GREELEY,WELD,08123,CO,80631,8,0,,C,,No US Parent,325,
80120NCRCT8192S,UNICIRCUIT INC,1319218143372,2019,LEAD  and LEAD COMPOUNDS,N420,Y,TOTAL OFFSITE RELEASE,18.562,N,Y,Y,8192 S PARK LN,LITTLETON,ARAPAHOE,08005,CO,80120,8,0,,C,042352922,ANAREN INC,334,
8100WSRMYP45825,US ARMY PUEBLO CHEMICAL DEPOT,1319217836459,2019,LEAD,7439-92-1,N,POTW RELEASE,0,Y,Y,Y,45825 HWY 96 E.  ATTN: EMO  BLDG 49N,PUEBLO,PUEBLO,08101,CO,81006,8,0,DOD,F,NA,US DEPARTMENT OF DEFENSE,999,
80634LVLND14520,LOVELAND PRODUCTS,1319218068031,2019,N-BUTYL ALCOHOL,71-36-3,N,TOTAL ON OFFSITE RELEASE,2.6,N,N,N,14520 COUNTY ROAD 64,GREELEY,WELD,08123,CO,80631,8,0,,C,NA,No US Parent,325,
81639PBLCS12795,PUBLIC SERVICE CO OF COLORADO HAYDEN STATION,1319218084919,2019,POLYCYCLIC AROMATIC COMPOUNDS,N590,N,TOTAL ON OFFSITE RELEASE,1.983,Y,Y,N,13125 HIGHWAY 40,HAYDEN,ROUTT,08107,CO,81639,8,0,,C,848381245,XCEL ENERGY,2211,
80216FPLYM46HLL,EFI POLYMERS,1319217833817,2019,NONYLPHENOL,N530,N,TOTAL OFFSITE RELEASE,0,N,N,N,4600 HOLLY ST,DENVER,DENVER,08031,CO,80216,8,0,,C,,No US Parent,325,
80401DLPHC12THF,MOLSON COORS USA LLC - GOLDEN BREWERY,1319217972809,2019,CHLORINE,7782-50-5,N,TOTAL ON OFFSITE RELEASE,0,N,Y,N,12TH AND FORD STREETS,GOLDEN,JEFFERSON,08059,CO,80401,8,0,,C,NA,MOLSON COORS LLC,3121,
80759YMTHN3848C,YUMA ETHANOL LLC,1319217941222,2019,METHANOL,67-56-1,N,POTW RELEASE,0,N,Y,N,38480 COUNTY RD H,YUMA,YUMA,08125,CO,80759,8,0,,C,,No US Parent,325,
8002WRMSTR64CMP,CHECKERS INDUSTRIAL SAFETY PRODUCTS,1319217710565,2019,DIISOCYANATES,N120,N,TOTAL OFFSITE RELEASE,1778,N,Y,N,640 COMPTON STREET,BROOMFIELD,BROOMFIELD,08014,CO,80020,8,0,,C,NA,JUSTRITE MANUFACTURING CO LLC,326,
80723PBLCS14940,PUBLIC SERVICE CO OF COLORADO PAWNEE STATION,1319218084390,2019,BENZO(G H I)PERYLENE,191-24-2,N,AIR FUG,.003,N,Y,N,14940 COUNTY RD 24,BRUSH,MORGAN,08087,CO,80723,8,0,,C,848381245,XCEL ENERGY,2211,
80723PBLCS14940,PUBLIC SERVICE CO OF COLORADO PAWNEE STATION,1319218084390,2019,BENZO(G H I)PERYLENE,191-24-2,N,TOTAL ON OFFSITE RELEASE,.0467,N,Y,N,14940 COUNTY RD 24,BRUSH,MORGAN,08087,CO,80723,8,0,,C,848381245,XCEL ENERGY,2211,
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,1319218259618,2019,NITRATE COMPOUNDS,N511,N,POTW RELEASE,0,N,N,N,5801 BRIGHTON BLVD,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,241804681,SUNCOR ENERGY (USA) INC,324,
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,1319218259618,2019,NITRATE COMPOUNDS,N511,N,TOTAL ON OFFSITE RELEASE,9766,N,N,N,5801 BRIGHTON BLVD,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,241804681,SUNCOR ENERGY (USA) INC,324,
8090WRCKYMHWY85,MARTIN MARIETTA - HWY 85 FACILITY,1319218213460,2019,BENZO(G H I)PERYLENE,191-24-2,N,AIR STACK,.01087,N,Y,N,3895 WABASH ST,COLORADO SPRINGS,EL PASO,08041,CO,80906,8,0,,C,809750912,MARTIN MARIETTA MATERIALS INC,327,
8062WPLTTH3281R,PILOT THOMAS LOGISTICS - FORT LUPTON,1319218359420,2019,1 2 4-TRIMETHYLBENZENE,95-63-6,N,TOTAL ON OFFSITE RELEASE,.4,N,N,N,3281 RD 27,FORT LUPTON,WELD,08123,CO,80621,8,0,,C,079811123,MAXUM ENTERPRISES LLC,4247,
80906HNYWL1150E,ATMEL CORP,1319218501599,2019,HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY),7647-01-0,N,TOTAL ONSITE RELEASE,4350,N,Y,N,1150 E CHEYENNE MOUNTAIN BLVD,COLORADO SPRINGS,EL PASO,08041,CO,80906,8,0,,C,,No US Parent,334,
80906HNYWL1150E,ATMEL CORP,1319218501599,2019,HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY),7647-01-0,N,TOTAL ON OFFSITE RELEASE,4350,N,Y,N,1150 E CHEYENNE MOUNTAIN BLVD,COLORADO SPRINGS,EL PASO,08041,CO,80906,8,0,,C,,No US Parent,334,
80906HNYWL1150E,ATMEL CORP,1319218501613,2019,HYDROGEN FLUORIDE,7664-39-3,N,TOTAL OFFSITE RELEASE,0,N,Y,N,1150 E CHEYENNE MOUNTAIN BLVD,COLORADO SPRINGS,EL PASO,08041,CO,80906,8,0,,C,,No US Parent,334,
81052CFMRC500EC,CF MAIER COMPOSITES INC,1319217893015,2019,STYRENE,100-42-5,N,POTW RELEASE,0,Y,Y,N,500 E CRYSTAL ST,LAMAR,PROWERS,08099,CO,81052,8,0,,C,622504603,CF MAIER COMPOSITES INC,326,
81052CFMRC500EC,CF MAIER COMPOSITES INC,1319217893015,2019,STYRENE,100-42-5,N,POTW TREATMENT,0,Y,Y,N,500 E CRYSTAL ST,LAMAR,PROWERS,08099,CO,81052,8,0,,C,622504603,CF MAIER COMPOSITES INC,326,
80631LFRGW925N3,MARTIN MARIETTA GREELEY 35TH AVE,1319218213421,2019,POLYCYCLIC AROMATIC COMPOUNDS,N590,N,AIR FUG,.629,Y,Y,N,925 N 35TH AVE,GREELEY,WELD,08123,CO,80631,8,0,,C,809750912,MARTIN MARIETTA MATERIALS INC,327,
